RB_ID,KO_Name
2168,PDS - Joseph Fischer [Frankfurt] [BÜNDNIS 90/DIE GRÜNEN]
2168,Schmidt [Aachen] [SPD]
2168,Zwerenz [PDS]
2168,DIE GRÜNEN - Karsten D. Voigt [Frankfurt] [SPD]
2168,Hans Klein [München] [CDU/CSU]
2168,Fuchs [Verl] [SPD]
2168,Kauder [CDU/CSU]
2168,Aus Baden-Württemberg ist die Idee gewesen! - Siegfried Vergin [SPD]
2168,Müller [Berlin] [PDS] - Hans Klein [München] [CDU/CSU]
2168,Frau Staatssekretärin? - Jürgen W. Möllemann [F.D.P.]
2168,Dr. Heiner Geißler [CDU/CSU]
2168,Westerwelle [F.D.P.]
2168,Unglaublich! - Otto Schüy [SPD]
2168,Dietmar Schütz [Oldenburg] [SPD]
2168,Dr. Peter Struck [SPD]
2168,Fuchs [Köln] [SPD]
2168, An ihren Zahnlücken! -Rudolf Dreßler [SPD]
2168,Ingrid Matthäus-Maier [SPD]
2168,Detlev von Larcher [SPD]
2168,Dr. Wolfgang Weng [Gerlingen] [F.D.P.]
2168,Fischer [Frankfurt] [BÜNDNIS 90/DIE GRÜNEN]
2168,Baumeister [CDU/CSU]
2168, Wir machen Ihnen Vorschläge! - Achim Großmann [SPD]
2168,Enkelmann [PDS]
2168, Dummes Zeug! - Günter Verheugen [SPD]
2168,Hans Büttner [Ingolstadt] [SPD]
2168,Dr. Peter Struck [SPD]
2168,Günter Rixe [SPD]
2168,Enkelmann [PDS]
2168,Dr. Peter Struck [SPD]
2168,Elke Ferner [SPD]
2168,Fischer [Frankfurt] [BÜNDNIS 90/DIE GRÜNEN]
2168, Die richtigen Rahmenbedingungen sind hier gegeben worden! - Horst Sielaff [SPD]
2168,Dr. Wolfgang Weng [Gerlingen] [F.D.P.]
2168,Michael Glos [CDU/CSU]
2168,Dr. Wolfgang Wodarg [SPD]
2168,Poß [SPD]
2168,Dr. Peter Struck [SPD]
2168,CDU/CSU - Ernst Hinsken [CDU/CSU]
2168,und der PDS - Ina Albowitz [F.D.P.]
2168,DIE GRÜNEN - Norbert Gansel [SPD]
2168,Dr. Uschi Eid [BÜNDNIS 90/DIE GRÜNEN]
2168,Dr. Wolfgang Weng [Gerlingen] [F.D.P.]
2168,Ingrid Matthäus-Maier [SPD]
2168,kehren! - Dr. Helmut Haussmann [F.D.P.]
2168,Glos [CDU/CSU]
2168,Anke Fuchs [Köln] [SPD]
2168,Fischer [Frankfurt] [BÜNDNIS 90/DIE GRÜNEN]
2168,Walter Hirche [F.D.P.]
2168,Eckart Kuhlwein [SPD]
2168,denn? - Ingrid Matthäus-Maier [SPD]
2168,Ernst Hinsken [CDU/CSU]
2168,doller! - Joseph Fischer [Frankfurt] [BÜNDNIS 90/DIE GRÜNEN]
2168,Eduard Oswald [CDU/CSU]
2168,Enkelmann [PDS]
2168,DIE GRÜNEN - Arne Fuhrmann [SPD]
2168,Peter Hintze [CDU/CSU]
2168,das richtig! - Dr. Uwe Küster [SPD]
2168,Norbert Geis [CDU/CSU]
2168,Westerwelle [F.D.P.]
2168,Weng [Gerlingen] [F.D.P.]
2168,Klaus Kirschner [SPD]
2168,Detlev von Larcher [SPD]
2168, Er will Sie aufs Glatteis führen! - Horst Kubatschka [SPD]
2168,DIE GRÜNEN - Ernst Hinsken [CDU/CSU]
2168,Jork [CDU/CSU]
2168,Unsinn! - Norbert Schindler [CDU/CSU]
2168,Dietmar Kansy [CDU/CSU]
2168,Detlev von Larcher [SPD]
2168,nicht! - Dr. Dagmar Enkelmann [PDS]
2169,Dr. Guido Westerwelle [F.D.P.]
2169,Helmut Wieczorek [Duisburg] [SPD]
2169,wahr! - Dr. Norbert Rieder [CDU/CSU]
2169,Clemens Schwalbe [CDU/CSU]
2170,Lachen bei der SPD - Freimut Duve [SPD]
2170,Dr. Manuel Kiper [BÜNDNIS 90/DIE GRÜNEN]
2170,F.D.P. - Dr. Dieter Thomae [F.D.P.]
2170,euch verlassen! - Joachim Poß [SPD]
2170,Dr. Helmut Haussmann [F.D.P.]
2170,Matthäus-Maier [SPD]
2170,und der PDS - Michael Glos [CDU/CSU]
2170,Hört! - Joachim Hörster [CDU/CSU]
2170,Ernst Schwanhold [SPD]
2170,Wieczorek [Duisburg] [SPD]
2170,Tauss [SPD]
2170,Ulrich Heinrich [F.D.P.]
2170,Enkelmann [PDS]
2170,GRÜNEN und der PDS - Eckart von Klaeden [CDU/CSU]
2170,Scharping [SPD]
2170,Winfried Nachtwei [BÜNDNIS 90/DIE GRÜNEN]
2170,mal bei der Wahrheit! Eine Unverschämtheit! - Hans-Peter Kemper [SPD]
2170,Dr. Peter Struck [SPD]
2170,Zusatzfrage gewesen! - Heidi Wright [SPD]
2170,Catenhusen [SPD]
2170,Weng [Gerlingen] [F.D.P.]
2170,fertig! - Jörg Tauss [SPD]
2170,Anke Fuchs [Köln] [SPD]
2170,von Stetten [CDU/CSU]
2170,Dr. Peter Struck [SPD]
2170,Detlev von Larcher [SPD]
2170,Hochamt! - Paul K. Friedhoff [F.D.P.]
2170,Schäuble [CDU/CSU]
2170,Gert Willner [CDU/CSU]
2170,nämlich noch Ungereimtheiten! - Heidemarie Wieczorek-Zeul [SPD]
2170,DIE GRÜNEN - Dr. Uwe Küster [SPD]
2170,DIE GRÜNEN - Gert Willner [CDU/CSU]
2170,Michaele Hustedt [BÜNDNIS 90/DIE GRÜNEN]
2170,Essen [F.D.P.]
2170,Hirche [F.D.P.]
2170,und der F.D.P. - Ottmar Schreiner [SPD]
2170,Dr. Manuel Kiper [BÜNDNIS 90/DIE GRÜNEN]
2170,Steffi Lemke [BÜNDNIS 90/DIE GRÜNEN]
2170,Dr. Cornelie Sonntag-Wolgast [SPD]
2170,Doris Odendahl [SPD]
2170,Andres [SPD]
2170,Dr. Helmut Haussmann [F.D.P.]
2170,Kirschner [SPD]
2170,Markus Meckel [SPD]
2170,Sonntag-Wolgast [SPD]
2170,Dr. Uwe Küster [SPD]
2170,Anke Fuchs [Köln] [SPD]
2170,Dr. Antje Vollmer [BÜNDNIS 90/DIE GRÜNEN]
2170,das Motiv! - Dr. Uwe Küster [SPD]
2170,Joachim Hörster [CDU/CSU]
2170,Tilo Braune [SPD]
2170,Probst [CDU/CSU]
2170, Gerd Andres [SPD]
2170,Fischer [Frankfurt] [BÜNDNIS 90/DIE GRÜNEN]
2170,Gerhard Zwerenz [PDS]
2170,Dr. Wolfgang Weng [Gerlingen] [F.D.P.]
2170,Dr. Dagmar Enkelmann [PDS]
2170,Schwanhold [SPD]
2170, Dr. Peter Struck [SPD]
2170,Wilhelm Schmidt [Salzgitter] [SPD]
2170,Ingrid Matthäus-Maier [SPD]
2170,Walter Kolbow [SPD]
2170,werden? - Brigitte Baumeister [CDU/CSU]
2170,Erwin Marschewski [CDU/CSU]
2170,Dr. Dagmar Enkelmann [PDS]
2170,Ministerpräsident Oskar Lafontaine [Saarland]
2170,Ingrid Matthäus-Maier [SPD]
2171,welle [F.D.P.]
2171,Maier [SPD]
2171,der PDS – Michael Glos [CDU/CSU]
2171,Wolfgang Schäuble [CDU/CSU]
2171,Maier [SPD]
2171,ist er eben! – Klaus Lennartz [SPD]
2171,sätzen! – Jürgen Koppelin [F.D.P.]
2171, Wolfgang Gehrcke-Reymann [PDS]
2171,Carl-Ludwig Thiele [F.D.P.]
2171,PDS – Michael Glos [CDU/CSU]
2171,Wolfgang Schäuble [CDU/CSU]
2171,Ingrid Matthäus-Maier [SPD]
2172,Helmut Haussmann [F.D.P.]
2172,wahr! – Hans-Joachim Fuchtel [CDU/CSU]
2172,gangen! – Hans-Peter Repnik [CDU/CSU]
2172,hat das denn? – Walter Hirche [F.D.P.]
2172,Schwanhold [SPD]
2172,Dr. Wolfgang Gerhardt [F.D.P.]
2172,schewski [CDU/CSU]
2172,Hans Georg Wagner [SPD]
2172,Wilhelm Schmidt [Salzgitter] [SPD]
2172,Matthäus-Maier [SPD]
2172,Michael Glos [CDU/CSU]
2172,durchgerechnet! – Detlev von Larcher [SPD]
2172,Jürgen Koppelin [F.D.P.]
2172,gitter] [SPD]
2172,schewski [CDU/CSU]
2172,Schmidt [Salzgitter] [SPD]
2172,gang Gerhardt [F.D.P.]
2172,Dr. Norbert Lammert [CDU/CSU]
2172,Waigel [CDU/CSU]
2172,Michael Glos [CDU/CSU]
2172,richtig! – Hans Michelbach [CDU/CSU]
2172,Wolfgang Gehrcke [PDS]
2172,GRÜNEN – Friedrich Merz [CDU/CSU]
2172,cher [SPD]
2172,Dr. Barbara Höll [PDS]
2173,CDU/CSU – Dr. Gregor Gysi [PDS]
2173,Peter Ramsauer [CDU/CSU]
2173,Märchen! – Dirk Niebel [F.D.P.]
2173,der F.D.P. – Konrad Gilges [SPD]
2173,Ernst Schwanhold [SPD]
2173,Detlev von Larcher [SPD]
2173,Ramsauer [CDU/CSU]
2173,Schwanhold [SPD]
2173,Erler [SPD]
2173,Guido Westerwelle [F.D.P.]
2173,meier [SPD]
2173,chael Glos [CDU/CSU]
2173,mer! – Joachim Poß [SPD]
2173,Lachen bei der SPD – Joachim Poß [SPD]
2173,den] [CDU/CSU]
2173,helm Schmidt [Salzgitter] [SPD]
2173,Gleicke [SPD]
2173,Josef Laumann [CDU/CSU]
2173,Dirk Niebel [F.D.P.]
2173,Konrad Gilges [SPD]
2173,ster [SPD]
2173,Ramsauer [CDU/CSU]
2173,Peter Dreßen [SPD]
2173,Susanne Kastner [SPD]
2173,Wilhelm Schmidt [Salzgitter] [SPD]
2173,Dr. R. Schuster [SPD]
2173,ist auch gut so! – Walter Hirche [F.D.P.]
2174,Schmidt [Salzgitter] [SPD]
2174,Alfred Hartenbach [SPD]
2174,SPD – Wilhelm Schmidt [Salzgitter] [SPD]
2174,rück! – Susanne Kastner [SPD]
2174,mann [CDU/CSU]
2174,Hörster [CDU/CSU]
2174,der SPD – Claudia Nolte [CDU/CSU]
2174,DIE GRÜNEN – Michael Glos [CDU/CSU]
2174,beitslosenquote! – Claudia Nolte [CDU/CSU]
2174,DIE GRÜNEN – Michael Glos [CDU/CSU]
2174,Detlef von Larcher [SPD]
2174,Wolfgang Gerhardt [F.D.P.]
2174,Peter Zumkley [SPD]
2174,Jürgen Koppelin [F.D.P.]
2174,Dr. Eberhard Brecht [SPD]
2174,denn? – Thomas Rachel [CDU/CSU]
2174,les nicht?) – Ludwig Stiegler [SPD]
2174,CSU – Dr. Peter Ramsauer [CDU/CSU]
2174,Peter Rauen [CDU/CSU]
2176,Lachen bei der SPD – Peter Dreßen [SPD]
2176,Dr. Peter Struck [SPD]
2176,der SPD – Ulla Schmidt [Aachen] [SPD]
2176,Louven [CDU/CSU]
2176,CDU/CSU – Kurt-Dieter Grill [CDU/CSU]
2176,DIE GRÜNEN – Jörg Tauss [SPD]
2176,Gernot Erler [SPD]
2176,DIE GRÜNEN – Michael Glos [CDU/CSU]
2176,Gerigk [BÜNDNIS 90/DIE GRÜNEN]
2176,Dr. Peter Ramsauer [CDU/CSU]
2176,Eckart von Klaeden [CDU/CSU]
2176,Glos [CDU/CSU]
2176,Hans-Michael Goldmann [F.D.P.]
2176,Vor-Ort-Termin! – Renate Blank [CDU/CSU]
2176,DIE GRÜNEN – Friedrich Merz [CDU/CSU]
2176, Wie bitte? – Gernot Erler [SPD]
2176,DIE GRÜNEN – Peter Zumkley [SPD]
2176,gitter] [SPD]
2176,Günther Friedrich Nolting [F.D.P.]
2176,Aribert Wolf [CDU/CSU]
2176,Schmidt [Salzgitter] [SPD]
2176,Krüger [CDU/CSU]
2178,Ulla Schmidt [Aachen] [SPD]
2178,DIE GRÜNEN – Dr. Günter Rexrodt [F.D.P.]
2178,Hans Georg Wagner [SPD]
2178,Dietrich Austermann [CDU/CSU]
2178,Austermann [CDU/CSU]
2178,Dirk Niebel [F.D.P.]
2178,Marschewski [Recklinghausen] [CDU/CSU]
2178,DIE GRÜNEN –Michael Glos [CDU/CSU]
2178,SPD! – Eckart von Klaeden [CDU/CSU]
2178,Sebastian Edathy [SPD]
2178,Birgit Schnieber-Jastram [CDU/CSU]
2178,Keulen! – Joachim Poß [SPD]
2178,und bei der SPD – Friedrich Merz [CDU/CSU]
2178,DIE GRÜNEN – Joachim Poß [SPD]
2178, Dr. Uwe Küster [SPD]
2178,PDS – Friedrich Merz [CDU/CSU]
2178,Margot von Renesse [SPD]
2178,Stammt aus Bayern! – Erika Lotz [SPD]
2178,Schmidt [Salzgitter] [SPD]
2178,Dr. Wolfgang Freiherr von Stetten [CDU/CSU]
2178,neten der F.D.P. – Gernot Erler [SPD]
2178,ter] [SPD]
2178,Essen [F.D.P.]
2178,Tauss [SPD]
2178,NIS 90/DIE GRÜNEN – Joachim Poß [SPD]
2179,Dr. Peter Struck [SPD]
2179,und der SPD – Michael Glos [CDU/CSU]
2179,Reinhard Weis [Stendal] [SPD]
2179,Susanne Kastner [SPD]
2179,Kastner [SPD]
2179,Tauss [SPD]
2179,Wilhelm Schmidt [Salzgitter] [SPD]
2179,Hauser [Bonn] [CDU/CSU]
2179,CSU – Dr. Peter Ramsauer [CDU/CSU]
2179,Günther Friedrich Nolting [F.D.P.]
2179,Küster [SPD]
2179, Jörg Tauss [SPD]
2179,GRÜNEN – Jörg Tauss [SPD]
2179,Dreßen [SPD]
2179,DIE GRÜNEN – Friedrich Merz [CDU/CSU]
2179,Franz Thönnes [SPD]
2179, Nichts! – Jörg Tauss [SPD]
2179,Dr. Eberhard Brecht [SPD]
2179,Ramsauer [CDU/CSU]
2179,Eckart von Klaeden [CDU/CSU]
2179,Ramsauer [CDU/CSU]
2179,PDS – Wilhelm Schmidt [Salzgitter] [SPD]
2179,van Essen [F.D.P.]
2179,Gerhardt [F.D.P.]
2179,Nolte [CDU/CSU]
2179,Hirche [F.D.P.]
2179,Hans-Peter Repnik [CDU/CSU]
2179,Schwaetzer [F.D.P.]
2179,Nun ist es aber langsam gut! - Jörg Tauss [SPD]
2179,Friedrich Merz [CDU/CSU]
2179,Ludwig Stiegler [SPD]
2179,nicht erschöpfend! – Wolfgang Gehrcke [PDS]
2179,Renesse [SPD]
2179,Wolfgang Gehrcke [PDS]
2179,Steuerreform machen! – Dr. Uwe Küster [SPD]
2179,Dr. Peter Struck [SPD]
2179,Sie! – Johannes Singhammer [CDU/CSU]
2179,Michelbach [CDU/CSU]
2179,bei der SPD – Ulrich Heinrich [F.D.P.]
2179,Wilhelm Schmidt [Salzgitter] [SPD]
2179,Jürgen Koppelin [F.D.P.]
2180,Wilhelm Schmidt [Salzgitter] [SPD]
2180,Schmidt [Salzgitter] [SPD]
2180,Koppelin [FDP]
2180,Ludwig Stiegler [SPD]
2180,hembach] [CDU/CSU]
2180,ausgemacht!  Friedrich Merz [CDU/CSU]
2180,Schwaetzer [FDP]
2180,Manfred Grund [CDU/CSU]
2180,Joachim Poß [SPD]
2180,zweiten!  Detlev von Larcher [SPD]
2180,Koppelin [FDP]
2180,der FDP  Dr. Wolfgang Gerhardt [FDP]
2180,Meckelburg [CDU/CSU]
2180,Schösser [SPD]
2180,Schlauch [BÜNDNIS 90/DIE GRÜNEN]
2180, Jörg Tauss [SPD]
2180, Dirk Niebel [FDP]
2180,Friedrich Merz [CDU/CSU]
2180,Gernot Erler [SPD]
2180,Repnik [CDU/CSU]
2180,Gernot Erler [SPD]
2180,Wilhelm Schmidt [Salzgitter] [SPD]
2180,Wilhelm Schmidt [Salzgitter] [SPD]
2180,neten der FDP – Friedrich Merz [CDU/CSU]
2181,und bei der SPD – Carl-Ludwig Thiele [FDP]
2181,bank Platz  Friedrich Merz [CDU/CSU]
2181,DIE GRÜNEN – Friedrich Merz [CDU/CSU]
2181,Michael Glos [CDU/CSU]
2181,bak! – Friedrich Merz [CDU/CSU]
2181,Walter Hirche [FDP]
2181,DIE GRÜNEN – Manfred Grund [CDU/CSU]
2181,NIS 90/DIE GRÜNEN – Marita Sehn [FDP]
2181,Michelbach [CDU/CSU]
2181,Michelbach [CDU/CSU]
2181,Dr. Angelica Schwall-Düren [SPD]
2181,Küster [SPD]
2181,Klaus Brandner [SPD]
2181,der FDP – Michael Glos [CDU/CSU]
2181, Dr. Uwe Küster [SPD]
2181,Gudrun Kopp [FDP]
2181, Ulrich Heinrich [FDP]
2181,Fuchs [PDS]
2182,Susanne Kastner [SPD]
2182, Eckart von Klaeden [CDU/CSU]
2182,bei der CDU/CSU – Michael Glos [CDU/CSU]
2182,Büttner [Ingolstadt] [SPD]
2182,Dehnel [CDU/CSU]
2183,PDS – Peter Rauen [CDU/CSU]
2183,DIE GRÜNEN – Wolfgang Weiermann [SPD]
2183,DIE GRÜNEN – Michael Glos [CDU/CSU]
2183,von Stetten [CDU/CSU]
2183,Peter Dreßen [SPD]
2183,strand] [CDU/CSU]
2183,Struck [SPD]
2183,Schindler [CDU/CSU]
2183,DIE GRÜNEN – Jörg Tauss [SPD]
2183,GRÜNEN – Dr. Christian Ruck [CDU/CSU]
2183,Claudia Nolte [CDU/CSU]
2183,Manfred Grund [CDU/CSU]
2183,Dr. Irmgard Schwaetzer [FDP]
2183,Kues [CDU/CSU]
2184,Michael Müller [Düsseldorf] [SPD]
2184,neten der FDP – Ludwig Stiegler [SPD]
2184,DIE GRÜNEN – Dr. Wolfgang Gerhardt [FDP]
2185,Gernot Erler [SPD]
2185,DIE GRÜNEN – Michael Glos [CDU/CSU]
2185,Mark [SPD]
2185,Glos [CDU/CSU]
2185,Wilhelm Schmidt [Salzgitter] [SPD]
2185,der FDP – Carl-Ludwig Thiele [FDP]
2185,Rachel [CDU/CSU]
2185,Büttner [Ingolstadt] [SPD]
2185,Jörg Tauss [SPD]
2185,bei der SPD – Eckart von Klaeden [CDU/CSU]
2185,Müntefering [SPD]
2186,der SPD – Joachim Poß [SPD]
2186,Pflüger [CDU/CSU]
2186,Fischer [Göttingen] [CDU/CSU]
2186,Wilhelm Schmidt [Salzgitter] [SPD]
2186,Michael Glos [CDU/CSU]
2186,ich an! – Ulrike Mehl [SPD]
2186,Angelica Schwall-Düren [SPD]
2186,Markus Kurth [BÜNDNIS 90/DIE GRÜNEN]
2186,Kopp [FDP]
2186,Ludwig Stiegler [SPD]
2186,Girisch [CDU/CSU]
2186,sen! – Sebastian Edathy [SPD]
2186,Lothar Mark [SPD]
2186,Ramsauer [CDU/CSU]
2186,suchen! – Ute Kumpf [SPD]
2186,Müntefering [SPD]
2186,Wülfing [CDU/CSU]
2187,von Klaeden [CDU/CSU]
2187,DIE GRÜNEN – Michael Glos [CDU/CSU]
2187,der SPD – Franz Müntefering [SPD]
2187,GRÜNEN – Volker Kauder [CDU/CSU]
2187,neten der FDP – Dr . Rainer Wend [SPD]
2187,Küster [SPD]
2187,Benneter [SPD]
2187,Hans Michelbach [CDU/CSU]
2187,Steffen Kampeter [CDU/CSU]
2187,Ulrike Flach [FDP]
2187,Otto [Frankfurt] [FDP]
2187,ten der FDP  Dr. Uwe Küster [SPD]
2187,Wilhelm Schmidt [Salzgitter] [SPD]
2187,Bosbach [CDU/CSU]
2187, Jörg Tauss [SPD]
2187,Wilhelm Schmidt [Salzgitter] [SPD]
2187,Kampeter [CDU/CSU]
2187,Gernot Erler [SPD]
2187,Walch [SPD]
2187,Wolfgang Zöller [CDU/CSU]
2187,Hans Michelbach [CDU/CSU]
2187,Eckardt [BÜNDNIS 90/DIE GRÜNEN]
2187,DIE GRÜNEN – Volker Kauder [CDU/CSU]
2187, Renate Blank [CDU/CSU]
2187,neten der FDP – Hubertus Heil [SPD]
2187,Bernd Scheelen [SPD]
2187,DIE GRÜNEN – Friedrich Merz [CDU/CSU]
2187,Wilhelm Schmidt [Salzgitter] [SPD]
2187,Hinsken [CDU/CSU]
2187,Kauder [CDU/CSU]
2188,DIE GRÜNEN – Jörg Tauss [SPD]
2188,DIE GRÜNEN – Dr. Heinrich L. Kolb [FDP]
2189,Schmidt [Salzgitter] [SPD]
2189,Singhammer [CDU/CSU]
2189,Michelbach [CDU/CSU]
2189,Wilhelm Schmidt [Salzgitter] [SPD]
2189,Dr. Heinrich L. Kolb [FDP]
2189,Eckart von Klaeden [CDU/CSU]
2189,Gipfel! – Dr. Heinrich L. Kolb [FDP]
2189,Volmer [BÜNDNIS 90/DIE GRÜNEN]
2190,Ramsauer [CDU/CSU]
2190,Weisskirchen [Wiesloch] [SPD]
2190,Franz Müntefering [SPD]
2190,Schmidt [Salzgitter] [SPD]
2190,J. Rossmanith [CDU/CSU]
2190,chen! – Ute Kumpf [SPD]
2190,Joachim Stünker [SPD]
2190,Dr. Wolfgang Gerhardt [FDP]
2190,DIE GRÜNEN – Wolfgang Zöller [CDU/CSU]
2190,Kauder [CDU/CSU]
2190,doch keine Frage! – Christel Humme [SPD]
2191,neten der FDP – Ulrich Kelber [SPD]
2191,Volker Kauder [CDU/CSU]
2191,Koschyk [CDU/CSU]
2191, Michael Glos [CDU/CSU]
2191,Michael Roth [Heringen] [SPD]
2191, Wilhelm Schmidt [Salzgitter] [SPD]
2191,da! – Wolfgang Gerhardt [FDP]
2191,freistellung auch! – Joachim Poß [SPD]
2191, So ist es! – Dr. Uwe Küster [SPD]
2191,CDU/CSU – Jörg van Essen [FDP]
2191,Hartmut Schauerte [CDU/CSU]
2191,Eckart von Klaeden [CDU/CSU]
2191,DIE GRÜNEN – Ludwig Stiegler [SPD]
2191,Michael Kretschmer [CDU/CSU]
2191,DIE GRÜNEN – Ulrike Flach [FDP]
2191,Paziorek [CDU/CSU]
2191,Skarpelis-Sperk [SPD]
2191, Joachim Poß [SPD]
2191,DIE GRÜNEN – Volker Kauder [CDU/CSU]
2191, Dr. Uwe Küster [SPD]
2191,Florian Pronold [SPD]
2191,Dr. Guido Westerwelle [FDP]
2191,Nickels [BÜNDNIS 90/DIE GRÜNEN]
